,Name,Awards,Tittles,Year
3608,Charlize Theron,Winner Gold Derby Film Award,Lead Actress of the Decade,2010
3609,Charlize Theron,Nominee Gold Derby TV Award,Comedy Guest Actress,2006
3610,Charlize Theron,Nominee Gold Derby TV Award,TV Movie/Mini Supporting Actress,2005
3611,Charlize Theron,Winner NFCS Award,Best Actress,2019
3612,Charlize Theron,Nominee AACTA Award,Best Lead Actress,2015
3613,Charlize Theron,Nominee AACTA International Award,Best Lead Actress,2020
3614,Charlize Theron,Nominee AACTA International Award,Best Lead Actress,2016
3615,Charlize Theron,Winner Georges Award,Best Foreign Actress of the Year,2016
3616,Charlize Theron,Nominee HFCS Award,Best Actress,2020
3617,Charlize Theron,Nominee HFCS Award,Best Actress,2019
3618,Charlize Theron,Winner HFCS Award,Best Vocal/Motion Capture Performance,2017
3619,Charlize Theron,Nominee LAOFCS Award,Best Actress,2018
3620,Charlize Theron,Nominee MCFCA Award,Best Actress,2020
3621,Charlize Theron,Nominee OAFFC Award,Best Female Lead,2018
3622,Charlize Theron,Nominee American Film Award,Best Actress,2020
3623,Charlize Theron,Nominee HCA Award,Best Actress,2020
3624,Charlize Theron,Nominee CCA Super Award,Best Actress in a Superhero Movie,2021
3625,Charlize Theron,Nominee SFBAFCC Award,Best Actress,2019
3626,Charlize Theron,Winner Odyssey Award,Best Lead Actress,2016
3627,Charlize Theron,Winner HCA Award,Best Actress,2018
3628,Will Smith,Winner Oscar,Best Performance by an Actor in a Leading Role,2022
3629,Will Smith,Nominee Oscar,Best Motion Picture of the Year,2022
3630,Will Smith,Nominee Oscar,Best Performance by an Actor in a Leading Role,2007
3631,Will Smith,Nominee Oscar,Best Actor in a Leading Role,2002
3632,Will Smith,Nominee Saturn Award,Best Supporting Actor,2019
3633,Will Smith,Nominee Saturn Award,Best Actor,2009
3634,Will Smith,Winner Saturn Award,Best Actor,2008
3635,Will Smith,Nominee Saturn Award,Best Supporting Actor,2001
3636,Will Smith,Nominee Saturn Award,Best Actor,1998
3637,Will Smith,Winner ASCAP Award,Most Performed Songs from Motion Pictures,2000
3638,Will Smith,Winner ASCAP Award,Most Performed Songs from Motion Pictures,1998
3639,Will Smith,Winner ASCAP Award,Top TV Series,1994
3640,Will Smith,Winner BET Award,Best Actor,2022
3641,Will Smith,Winner BET Award,Best Actor,2009
3642,Will Smith,Nominee BET Award,Best Actor,2007
3643,Will Smith,Nominee BET Award,Best Actor,2005
3644,Will Smith,Winner BET Award,Best Actor,2002
3645,Will Smith,Nominee Blockbuster Entertainment Award,Favorite Actor - Drama/Romance,2001
3646,Will Smith,Nominee Blockbuster Entertainment Award,Favorite Action Team,2000
3647,Will Smith,Nominee Blockbuster Entertainment Award,Favorite Song from a Movie (Internet Only),2000
3648,Will Smith,Winner Blockbuster Entertainment Award,Favorite Actor - Action/Adventure,1999
3649,Will Smith,Winner Blockbuster Entertainment Award,Favorite Actor - Sci-Fi,1998
3650,Will Smith,Winner BAFTA Film Award,Best Leading Actor,2022
3651,Will Smith,Winner Critics Choice Award,Best Actor,2022
3652,Will Smith,Nominee Critics Choice Award,Best Actor,2007
3653,Will Smith,Nominee Critics Choice Award,Best Actor,2002
3654,Will Smith,Winner Honorary C,None,2005
3655,Will Smith,Nominee CFCA Award,Best Actor,2006
3656,Will Smith,Nominee CFCA Award,Most Promising Actor,1994
3657,Will Smith,Nominee DFWFCA Award,Best Actor,2021
3658,Will Smith,Nominee DFWFCA Award,Best Actor,2002
3659,Will Smith,Nominee Daytime Emmy,Outstanding Special Class Program,1992
3660,Will Smith,Nominee Primetime Emmy,Outstanding Comedy Series,2021
3661,Will Smith,Winner Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2022
3662,Will Smith,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2016
3663,Will Smith,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2007
3664,Will Smith,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2002
3665,Will Smith,Nominee Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical,1994
3666,Will Smith,Nominee Satellite Award,"Best Actor in a Motion Picture, Drama",2022
3667,Will Smith,Nominee Satellite Award,Best Actor in a Motion Picture,2016
3668,Will Smith,Nominee Grammy,Best Short Form Music Video,2001
3669,Will Smith,Nominee Grammy,Best Rap Solo Performance,2000
3670,Will Smith,Winner Grammy,Best Rap Solo Performance,1999
3671,Will Smith,Winner Grammy,Best Rap Solo Performance,1998
3672,Will Smith,Winner Grammy,Best Rap Performance by a Duo or Group,1992
3673,Will Smith,Winner Pioneering Spirit Award,Pioneering Spirit Award,2021
3674,Will Smith,Winner Hollywood Film Award,Actor of the Year,2015
3675,Will Smith,Winner Image Award,Outstanding Actor in a Motion Picture,2023
3676,Will Smith,Winner Image Award,Outstanding Actor in a Motion Picture,2022
3677,Will Smith,Nominee Image Award,Outstanding Actor in a Motion Picture,2021
3678,Will Smith,Nominee Image Award,Outstanding Actor in a Motion Picture,2017
3679,Will Smith,Nominee Image Award,Outstanding Actor in a Motion Picture,2016
3680,Will Smith,Nominee Blimp Award,Favorite Movie Actor,2020
3681,Will Smith,Nominee Blimp Award,Favorite Movie Actor,2013
3682,Will Smith,Winner Blimp Award,Favorite Movie Actor,2009
3683,Will Smith,Nominee Blimp Award,Favorite Male Movie Star,2007
3684,Will Smith,Winner Blimp Award,Favorite Movie Actor,2006
3685,Will Smith,Nominee Sierra Award,Best Actor,2021
3686,Will Smith,Nominee MTV Movie Award,Best Male Performance,2016
3687,Will Smith,Nominee MTV Movie Award,Best Kiss,2016
3688,Will Smith,Winner MTV Generation Award,None,2016
3689,Will Smith,Nominee MTV Movie Award,Best Fight,2014
3690,Will Smith,Winner MTV Movie Award,Best Male Performance,2008
3691,Will Smith,Winner NBR Award,Best Actor,2021
3692,Will Smith,Winner Ensemble Cast Award,None,2022
3693,Will Smith,Winner Creative Impact in Acting Award,None,2016
3694,Will Smith,Nominee People,Favorite Action Movie Star,2020
3695,Will Smith,Winner People,Favorite Male Movie Star,2020
3696,Will Smith,Nominee People,Favorite Male Movie Star,2019
3697,Will Smith,Nominee People,Favorite Movie Actor,2017
3698,Will Smith,Nominee People,Favorite Action Movie Actor,2017
3699,Will Smith,Nominee PGA Award,Outstanding Producer of Theatrical Motion Pictures,2022
3700,Will Smith,Winner Redeemer Award,None,2022
3701,Will Smith,Nominee Redeemer Award,None,2020
3702,Will Smith,Nominee Redeemer Award,None,2016
3703,Will Smith,Winner Razzie Award,Worst Supporting Actor,2014
3704,Will Smith,Winner Razzie Award,Worst Screen Combo,2014
3705,Will Smith,Winner Outstanding Performer of the Year Award,None,2022
3706,Will Smith,Winner Modern Master Award,None,2007
3707,Will Smith,Winner Universe Reader,Best Actor in a Genre Motion Picture,1996
3708,Will Smith,Winner Actor,Outstanding Performance by a Male Actor in a Leading Role,2022
3709,Will Smith,Nominee Actor,Outstanding Performance by a Cast in a Motion Picture,2022
3710,Will Smith,Nominee Actor,Outstanding Performance by a Male Actor in a Leading Role,2007
3711,Will Smith,Winner ShoWest Award,Male Star of the Year,2002
3712,Will Smith,Winner ShoWest Award,Actor of the Year,1999
3713,Will Smith,Winner Special Award,International Box Office Achievement,1997
3714,Will Smith,Winner ShoWest Award,Male Star of Tomorrow,1995
3715,Will Smith,Nominee SEFCA Award,Best Actor,2021
3716,Will Smith,Winner Teen Choice Award,Choice Sci-Fi/Fantasy Movie Actor,2019
3717,Will Smith,Nominee Teen Choice Award,Choice Instagrammer,2018
3718,Will Smith,Nominee Teen Choice Award,Choice Movie Actor: AnTEENcipated,2016
3719,Will Smith,Nominee Teen Choice Award,Choice Movie Chemistry,2012
3720,Will Smith,Nominee Teen Choice Award,Choice Summer Movie Star: Male,2012
3721,Will Smith,Nominee VES Award,Best Performance by an Actor in an Effects Film,2003
3722,Will Smith,Winner Black Reel,Outstanding Motion Picture,2022
3723,Will Smith,Winner Black Reel,Outstanding Actor,2022
3724,Will Smith,Nominee Black Reel,"Outstanding Actor, Motion Picture",2016
3725,Will Smith,Nominee Black Reel,Best Film,2008
3726,Will Smith,Nominee Black Reel,Best Film,2008
3727,Will Smith,Nominee BET Comedy Award,Outstanding Lead Actor in a Theatrical Film,2005
3728,Will Smith,Nominee BET Comedy Award,Best Performance in an Animated Theatrical Film,2005
3729,Will Smith,Nominee TV Land Award,Little Screen/Big Screen Star (Men),2007
3730,Will Smith,Nominee TV Land Award,Little Screen/Big Screen Star (Men),2006
3731,Will Smith,Nominee TV Land Award,Little Screen/Big Screen Star,2005
3732,Will Smith,Nominee TV Land Award,"Favorite ""Fish Out of Water""",2004
3733,Will Smith,Nominee TV Land Award,Small Screen to Silver Screen,2003
3734,Will Smith,Nominee AFCA Award,Best Motion Capture/Special Effects Performance,2020
3735,Will Smith,Nominee AFCA Award,Best Motion Capture/Special Effects Performance,2020
3736,Will Smith,Nominee WAFCA Award,Best Actor,2021
3737,Will Smith,Winner Black Movie Award,Outstanding Performance by an Actor in a Leading Role,2022
3738,Will Smith,Nominee Black Movie Award,Outstanding Motion Picture,2006
3739,Will Smith,Nominee Black Movie Award,Outstanding Performance by an Actor in a Leading Role,2005
3740,Will Smith,Winner NRJ Cin,International Star of the Year,2007
3741,Will Smith,Winner NRJ Cin,Best Kiss (Meilleur baiser),2005
3742,Will Smith,Winner NRJ Cin,Best Buddy Movie (Meilleur buddy movie),2004
3743,Will Smith,Nominee National Movie Award,Best Performance - Male,2008
3744,Will Smith,Nominee NTFCA Award,Best Actor,2021
3745,Will Smith,Nominee SLFCA Award,Best Actor,2021
3746,Will Smith,Nominee SLFCA Award,Best Actor,2006
3747,Will Smith,Nominee EDA Special Mention Award,Hall of Shame,2023
3748,Will Smith,Nominee EDA Award,Best Actor,2022
3749,Will Smith,Nominee DFCS Award,Best Actor,2021
3750,Will Smith,Nominee IFJA Award,Best Actor,2021
3751,Will Smith,Nominee Fright Meter Award,Best Actor,2007
3752,Will Smith,Nominee Scream Award,Best Science Fiction Actor,2008
3753,Will Smith,Nominee IFC Award,Best Actor,2022
3754,Will Smith,Winner Beacon Award,None,2023
3755,Will Smith,Winner AAFCA Award,Best Actor,2022
3756,Will Smith,Winner AAFCA Award,Best Actor,2015
3757,Will Smith,Nominee DFCS Award,Best Actor,2022
3758,Will Smith,Nominee DFCS Award,Best Actor,2016
3759,Will Smith,Winner Jupiter Award,Best International Actor,2005
3760,Will Smith,Winner Jupiter Award,Best International Actor,2003
3761,Will Smith,Nominee GAFCA Award,Best Actor,2022
3762,Will Smith,Nominee Shorty Award,Breakout YouTuber of the Year,2019
3763,Will Smith,Nominee HFCS Award,Best Actor,2022
3764,Will Smith,Nominee OFTA Film Award,Best Actor,2022
3765,Will Smith,Nominee OFTA Film Award,Best Sci-Fi/Fantasy/Horror Actor,1998
3766,Will Smith,Nominee OFTA Film Award,"Best Music, Original Song",1998
3767,Will Smith,Nominee OFTA Film Award,Best Sci-Fi/Fantasy/Horror Actor,1997
3768,Will Smith,Nominee ACCA,Best Actor in a Leading Role,2006
3769,Will Smith,Nominee IOMA,Best Actor (Miglior attore protagonista),2007
3770,Will Smith,Nominee Huading Award,Best Global Supporting Actor in a Motion Picture,2020
3771,Will Smith,Nominee Golden Schmoes,Best Actor of the Year,2022
3772,Will Smith,Winner WFCC Award,Best Actor,2021
3773,Will Smith,Nominee Stinker Award,Worst Song or Song Performance in a Film or its End Credits,2002
3774,Will Smith,Nominee Stinker Award,Worst On-Screen Couple,1999
3775,Will Smith,Nominee Stinker Award,Worst Song or Song Performance in a Film or its End Credits,1999
3776,Will Smith,Nominee VMA,Best Video from a Film,2002
3777,Will Smith,Nominee VMA,Video of the Year,1999
3778,Will Smith,Winner VMA,Best Male Video,1999
3779,Will Smith,Nominee VMA,Best Video from a Film,1999
3780,Will Smith,Nominee VMA,Video of the Year,1998
3781,Will Smith,Nominee ICP Award,Best Performance,2021
3782,Will Smith,Nominee NCFCA Award,Best Actor,2022
3783,Will Smith,Winner BFCC Award,Best Actor,2021
3784,Will Smith,Nominee Gold Derby Film Award,Lead Actor,2022
3785,Will Smith,Nominee Gold Derby Film Award,Lead Actor,2007
3786,Will Smith,Winner Movies for Grownups Award,Best Actor,2022
3787,Will Smith,Winner All Def Movie Award,Lifetime Achievement Award,2016
3788,Will Smith,Nominee MTV TRL Award,Walk This Way Award,2003
3789,Will Smith,Nominee Bravo Otto Germany,Best Actor (Schauspieler),1997
3790,Will Smith,Winner MuchMusic Video Award,People's Choice: Favourite International Artist,1998
3791,Will Smith,Nominee AACTA International Award,Best Lead Actor,2022
3792,Will Smith,Winner Gold Creator Award,Youtube Creator Reward,2018
3793,Will Smith,Winner MTV Europe Music Award,Best Male,1999
3794,Will Smith,Nominee MTV Europe Music Award,Best Hip-Hop,1999
3795,Will Smith,Nominee MTV Europe Music Award,Best Male,1998
3796,Will Smith,Nominee MTV Europe Music Award,Best Song,1997
3797,Will Smith,Winner American Music Award,Favorite Pop/Rock Male Artist,2005
3798,Will Smith,Winner American Music Award,Favorite Pop/Rock Male Artist,2000
3799,Will Smith,Winner American Music Award,Favorite Soul/R&B Male Artist,1999
3800,Will Smith,Nominee American Music Award,Favorite Pop/Rock Male Artist,1999
3801,Will Smith,Winner American Music Award,Favorite Pop/Rock Album,1999
3802,Will Smith,Nominee Soul Train Award,The Michael Jackson Award for Best R&B/Soul or Rap Music Video,2000
3803,Will Smith,Nominee Soul Train Award,The Michael Jackson Award for Best R&B/Soul or Rap Music Video,1999
3804,Will Smith,Nominee Soul Train Award,Best R&B/Soul Album - Male,1999
3805,Will Smith,Nominee HFCS Award,Best Actor,2022
3806,Will Smith,Nominee National Film and Television Award,Best Actor,2019
3807,Will Smith,Nominee MCFCA Award,Best Actor,2022
3808,Will Smith,Nominee LEJA Award,Best Picture,2022
3809,Will Smith,Nominee LEJA Award,Best Performance by an Actor in a Leading Role,2022
3810,Will Smith,Nominee LEJA Award,Best Voice or Motion Capture Performance,2020
3811,Will Smith,Nominee OAFFC Award,Best Male Lead,2021
3812,Will Smith,Winner TV Award,Best TV,2021
3813,Will Smith,Nominee HCA Award,Best Actor,2022
3814,Will Smith,Nominee GWNYFCA Award,Best Actor,2021
3815,Will Smith,Nominee DFCA Award,Best Actor,2022
3816,Will Smith,Nominee CCA Super Award,Best Actor in an Action Movie,2021
3817,Will Smith,Nominee SFC Award,Best Actor,2021
3818,Will Smith,Nominee CIC Award,Best Actor,2022
3819,Will Smith,Nominee COFCA Award,Best Actor,2022
3820,Will Smith,Nominee SFBAFCC Award,Best Actor,2022
3821,Will Smith,Nominee PCA Award,Best Male Leading Role,2021
3822,Will Smith,Nominee MNFCA Award,Best Actor,2022
3823,Will Smith,Winner Silver Horn Film ,Best Drama Performance in a Motion Picture (Male),2022
3824,Will Smith,Winner NRJ Music Award,International Male Artist of the Year,2000
3825,Will Smith,Winner MOBO Award,Best Video,1997
3826,Sean Connery,Winner Oscar,Best Actor in a Supporting Role,1988
3827,Sean Connery,Winner Lifetime Achievement Award,None,1995
3828,Sean Connery,Nominee Saturn Award,Best Actor,1982
3829,Sean Connery,Winner Life Achievement Award,None,2006
3830,Sean Connery,Nominee Annie,Best Individual Achievement: Voice Acting,1996
3831,Sean Connery,Winner Bambi,Film - International,1985
3832,Sean Connery,Nominee Blockbuster Entertainment Award,Favorite Actor - Action,2000
3833,Sean Connery,Winner Blockbuster Entertainment Award,Favorite Supporting Actor - Action/Adventure,1997
3834,Sean Connery,Winner Academy Fellowship,None,1998
3835,Sean Connery,Nominee BAFTA Film Award,Best Actor,1991
3836,Sean Connery,Nominee BAFTA Film Award,Best Actor in a Supporting Role,1990
3837,Sean Connery,Winner BAFTA Film Award,Best Actor,1988
3838,Sean Connery,Nominee BAFTA Film Award,Best Actor in a Supporting Role,1988
3839,Sean Connery,Winner Christopher Award,Feature Films,2001
3840,Sean Connery,Nominee DFWFCA Award,Best Actor,2001
3841,Sean Connery,Winner Special David,None,1977
3842,Sean Connery,Winner Lifetime Achievement Award,None,2005
3843,Sean Connery,Winner EFA People,Best European Actor,1999
3844,Sean Connery,Winner Gala Tribute,None,1997
3845,Sean Connery,Winner Film Award in Gold,Best Performance by an Actor in a Leading Role (Beste darstellerische Leistung - Männliche Hauptrolle),1987
3846,Sean Connery,Winner Cecil B,None,1996
3847,Sean Connery,Nominee Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,1990
3848,Sean Connery,Winner Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,1988
3849,Sean Connery,Winner Henrietta Award,World Film Favorite - Male,1972
3850,Sean Connery,Nominee Henrietta Award,World Film Favorite - Male,1969
3851,Sean Connery,Nominee Golden Satellite Award,"Best Performance by an Actor in a Motion Picture, Drama",2001
3852,Sean Connery,Winner Man of the Year,None,1984
3853,Sean Connery,Nominee Silver Ribbon,Best Foreign Actor (Migliore Attore Straniero),1987
3854,Sean Connery,Winner KCFCC Award,Best Supporting Actor,1987
3855,Sean Connery,Winner Special Prize for Outstanding Contribution to World Cinema,None,2002
3856,Sean Connery,Nominee Golden Laurel,Male Star,1968
3857,Sean Connery,Nominee Golden Laurel,Male Star,1967
3858,Sean Connery,Nominee Golden Laurel,Male Star,1966
3859,Sean Connery,Winner Golden Laurel,Action Performance,1966
3860,Sean Connery,Nominee Golden Laurel,Male Star,1965
3861,Sean Connery,Winner ALFS Award,Actor of the Year,1988
3862,Sean Connery,Nominee LAFCA Award,Best Supporting Actor,1987
3863,Sean Connery,Winner MTV Movie Award,Best On-Screen Duo,1997
3864,Sean Connery,Winner Career Achievement Award,None,1993
3865,Sean Connery,Winner NBR Award,Best Supporting Actor,1987
3866,Sean Connery,Nominee NSFC Award,Best Supporting Actor,1988
