,Actor,Movie,Year,Genre,Rating
1510,Robert Downey Jr.,Johnny Be Good,1988,"['Comedy', 'Sport']",4.6
1511,Robert Downey Jr.,Unter Null,1987,"['Crime', 'Drama']",6.4
1512,Robert Downey Jr.,Rented Lips,1987,['Comedy'],3.7
1513,Robert Downey Jr.,"Jack, der Aufreißer",1987,"['Comedy', 'Crime', 'Drama']",5.4
1514,Robert Downey Jr.,America,1986,['Comedy'],4.3
1515,Robert Downey Jr.,"Mach's nochmal, Dad",1986,"['Comedy', 'Romance', 'Sport']",6.7
1516,Robert Downey Jr.,L.I.S.A. - Der helle Wahnsinn,1985,"['Comedy', 'Romance', 'Sci-Fi']",6.6
1517,Robert Downey Jr.,Lipstick & Ice Cream,1985,"['Comedy', 'Music', 'Romance']",6.0
1518,Robert Downey Jr.,Love-Fighters - Tuff Turf,1985,"['Action', 'Comedy', 'Drama']",6.0
1519,Robert Downey Jr.,Moving in - Eine fast intakte Familie,1984,"['Drama', 'Thriller']",6.2
1520,Robert Downey Jr.,"Baby, It's You",1983,"['Comedy', 'Drama', 'Romance']",6.4
1521,Robert Downey Jr.,Die Kadeppen Akademie,1980,['Comedy'],4.7
